,Conditions,Drug,Smiles,Phases,Disease
3927,Charcot-Marie-Tooth Disease (CMT),Epalrestat,CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)CC(=O)O,PHASE2,nervous_system_disease
3928,Dementia With Lewy Bodies (DLB),Neflamapimod,C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl,PHASE2,nervous_system_disease
3929,Parkinson Disease|Movement Disorders,Altropane,COC(=O)C1C2CCC(N2CC=CI)CC1C3=CC=C(C=C3)F,PHASE2,nervous_system_disease
3930,"Neurofibroma, Plexiform|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Promyelocytic, Acute|Sarcoma",Pexidartinib,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F,PHASE1,nervous_system_disease
3931,Fragile X Syndrome,Sulindac,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,PHASE2,nervous_system_disease
3932,Fragile X Syndrome,Gaboxadol,C1CNCC2=C1C(=O)NO2,PHASE2,nervous_system_disease
3933,Multiple Myeloma,Selinexor,C1=CN=C(C=N1)NNC(=O)C=CN2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,PHASE2,nervous_system_disease
3934,Methamphetamine Use Disorder,Metamfetamine,CC(CC1=CC=CC=C1)NC,PHASE1,nervous_system_disease
3935,Methamphetamine Use Disorder,Methamphetamine,CC(CC1=CC=CC=C1)NC,PHASE1,nervous_system_disease
3936,Sarcopenia,Losartan,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,PHASE2,nervous_system_disease
3937,Parkinson Disease|Idiopathic Parkinson Disease,Fluorodopa,C1=C(C(=CC(=C1O)O)F)CC(C(=O)O)N,PHASE2,nervous_system_disease
3938,Psychosis|Intellectual Disability,Clozapine,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,PHASE2,nervous_system_disease
3939,Refractory Epilepsy,Vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,PHASE2,nervous_system_disease
3940,Lewy Body Dementia|Dementia With Lewy Bodies|Parkinson's Disease Dementia|Visual Hallucinations|REM Sleep Behavior Disorder,Nelotanserin,CN1C(=C(C=N1)Br)C2=C(C=CC(=C2)NC(=O)NC3=C(C=C(C=C3)F)F)OC,PHASE2,nervous_system_disease
3941,"CNS Embryonal Tumor, Not Otherwise Specified|Malignant Glioma|Recurrent Atypical Teratoid/Rhabdoid Tumor|Recurrent Childhood Ependymoma|Recurrent Diffuse Intrinsic Pontine Glioma|Recurrent Medulloblastoma|Refractory Diffuse Intrinsic Pontine Glioma",Ribociclib,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,PHASE1,nervous_system_disease
3942,Brain and Central Nervous System Tumors,Laromustine,CNC(=O)N(N(CCCl)S(=O)(=O)C)S(=O)(=O)C,PHASE1,nervous_system_disease
3943,Brain Tumor,Demeclocycline,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,PHASE1,nervous_system_disease
3944,Lymphoma|Autonomic Imbalance|Cancer Survivorship,Ivabradine,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC,PHASE2,nervous_system_disease
3945,Lung Cancer|Breast Cancer|Brain Cancer|Advanced Breast Cancer|Advanced Lung Cancer,Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,PHASE1|PHASE2,nervous_system_disease
3946,"Cerebral Small Vessel Diseases|Stroke, Ischemic",Tadalafil,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,PHASE2,nervous_system_disease
3947,"Brain Tumor, Recurrent|Glioblastoma|Anaplastic Astrocytoma|Anaplastic Oligodendroglioma|Mixed Glioma",Perifosine,CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](CC1)(C)C,PHASE1,nervous_system_disease
3948,Subarachnoid Hemorrhage,Prostacyclin,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O,PHASE2,nervous_system_disease
3949,Subarachnoid Hemorrhage,Epoprostenol,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O,PHASE2,nervous_system_disease
3950,Spinal Cord Injury|Bone Loss|Osteoporosis,Alendronate,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,PHASE2,nervous_system_disease
3951,Hematopoietic and Lymphoid Cell Neoplasm|Malignant Solid Neoplasm|Metastatic Malignant Neoplasm in the Brain,Ropidoxuridine,C1C(C(OC1N2C=C(C=NC2=O)I)CO)O,PHASE1,nervous_system_disease
3952,Parkinson's Disease|Psychotic Disorders,Melperone,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,PHASE2,nervous_system_disease
3953,Leukemia|Lymphoma|Meningeal Neoplasm,Mafosfamide,C1COP(=O)(NC1SCCS(=O)(=O)O)N(CCCl)CCCl,PHASE1,nervous_system_disease
3954,Angina,Febuxostat,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,PHASE2,nervous_system_disease
3955,Parkinson's Disease,Tozadenant,CC1(CCN(CC1)C(=O)NC2=NC3=C(C=CC(=C3S2)N4CCOCC4)OC)O,PHASE2|PHASE3,nervous_system_disease
3956,Progressive Multiple Sclerosis,Acyclovir,C1=NC2=C(N1COCCO)N=C(NC2=O)N,PHASE1,nervous_system_disease
3957,Progressive Multiple Sclerosis,Loratadine,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,PHASE1,nervous_system_disease
3958,Progressive Multiple Sclerosis,Dexchlorpheniramine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,PHASE1,nervous_system_disease
3959,Sleep Apnea Syndromes,Cycloserine,C1C(C(=O)NO1)N,PHASE1,nervous_system_disease
3960,Peripheral Nervous System Diseases,Ricolinostat,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,PHASE1,nervous_system_disease
3961,Facioscapulohumeral Muscular Dystrophy (FSHD),Losmapimod,CC1=C(C=C(C=C1F)C(=O)NC2CC2)C3=NC=C(C=C3)C(=O)NCC(C)(C)C,PHASE2,nervous_system_disease
3962,"Nystagmus, Congenital|Nystagmus, Acquired|Multiple Sclerosis",Neramexane,CC1(CC(CC(C1)(C)N)(C)C)C,PHASE2,nervous_system_disease
3963,Alzheimer's Disease|Disruptive Behavior,Prazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,PHASE2,nervous_system_disease
3964,Stroke,Serotonin,C1=CC2=C(C=C1O)C(=CN2)CCN,PHASE2,nervous_system_disease
3965,Multiple Sclerosis|Overactive Detrusor,Darifenacin,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,PHASE2,nervous_system_disease
3966,Tuberculous Meningitis,Isoniazid,C1=CN=CC=C1C(=O)NN,PHASE2,nervous_system_disease
3967,Tuberculous Meningitis,Linezolid,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,PHASE2,nervous_system_disease
3968,Tuberculous Meningitis,Pyrazinamide,C1=CN=C(C=N1)C(=O)N,PHASE2,nervous_system_disease
3969,Spinal Cord Injuries,Rimonabant,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,PHASE2,nervous_system_disease
3970,Migraine Without Aura|Migraine With Aura,Tonabersat,CC(=O)C1=CC2=C(C=C1)OC(C(C2NC(=O)C3=CC(=C(C=C3)F)Cl)O)(C)C,PHASE2,nervous_system_disease
3971,Hypertension|Pure Autonomic Failure|Multiple System Atrophy,Captopril,CC(CS)C(=O)N1CCCC1C(=O)O,PHASE1,nervous_system_disease
3972,Subarachnoid Hemorrhage|Aneurysmal Subarachnoid Hemorrhage,Isoflurane,C(C(F)(F)F)(OC(F)F)Cl,PHASE2,nervous_system_disease
3973,"Post-COVID-19 Syndrome|Long COVID|Long Covid19|COVID-19|POTS - Postural Orthostatic Tachycardia Syndrome|Post COVID-19 Condition|Post-COVID Syndrome|Post COVID-19 Condition, Unspecified|Postinfectious Inflammation|Postinfectious Disorder",Nirmatrelvir,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,PHASE2,nervous_system_disease
3974,Primary Central Nervous System Lymphoma|Secondary Central Nervous System Lymphoma|Relapsed Cancer|Refractory Cancer,Zanubrutinib,C=CC(=O)N1CCC(CC1)C2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N,PHASE2,nervous_system_disease
3975,Diabetes Mellitus|Gastroparesis,Lixisenatide,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)N)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC8=CNC=N8)N,PHASE1|PHASE2,nervous_system_disease
3976,"Duchenne Muscular Dystrophy Cardiomyopathy|Cardiomyopathy, Dilated",Ifetroban,CCCCCNC(=O)C1=COC(=N1)C2C3CCC(C2CC4=CC=CC=C4CCC(=O)O)O3,PHASE2,nervous_system_disease
3977,Leber Congenital Amaurosis|LCA|LCA1,Trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,PHASE1|PHASE2,nervous_system_disease
3978,Cerebral Hemorrhage|Cerebral Edema|Intracerebral Hemorrhage|Stroke,Conivaptan,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,PHASE1,nervous_system_disease
3979,Rett Syndrome,Trofinetide,CC1(CCCN1C(=O)CN)C(=O)NC(CCC(=O)O)C(=O)O,PHASE2|PHASE3,nervous_system_disease
3980,Infantile Spasm,Fenfluramine,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,PHASE2,nervous_system_disease
3981,"Breast Cancer|Cholangiocarcinoma|Colorectal Cancer|Head and Neck Neoplasms|Lymphoma, Large-Cell, Anaplastic|Melanoma|Neuroendocrine Tumors|Non-Small Cell Lung Cancer|Ovarian Cancer|Pancreatic Cancer|Papillary Thyroid Cancer|Primary Brain Tumors|Renal Cell Carcinoma|Sarcomas|Salivary Gland Cancers|Adult Solid Tumor",Entrectinib,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,PHASE2,nervous_system_disease
3982,Familial Amyotrophic Lateral Sclerosis,Pyrimethamine,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,PHASE1|PHASE2,nervous_system_disease
3983,Multiple Sclerosis,Isoxsuprine,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,PHASE1|PHASE2,nervous_system_disease
3984,Migraine,Telcagepant,C1CC(C(=O)N(CC1C2=C(C(=CC=C2)F)F)CC(F)(F)F)NC(=O)N3CCC(CC3)N4C5=C(NC4=O)N=CC=C5,PHASE2,nervous_system_disease
3985,Epilepsy,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,PHASE1,nervous_system_disease
3986,Duchenne Muscular Dystrophy,Epigallocatechin,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,PHASE2|PHASE3,nervous_system_disease
3987,Huntington Disease,Rolipram,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,PHASE1,nervous_system_disease
3988,Multiple Sclerosis|Fatigue,Mitoquinone,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,PHASE1|PHASE2,nervous_system_disease
3989,Temporomandibular Joint Disorders|Temporomandibular Joint Dysfunction Syndrome|Temporomandibular Joint Pain,Nimesulide,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,PHASE2,nervous_system_disease
3990,Neuropathic Pain,Tariquidar,COC1=C(C=C2CN(CCC2=C1)CCC3=CC=C(C=C3)NC(=O)C4=CC(=C(C=C4NC(=O)C5=CC6=CC=CC=C6N=C5)OC)OC)OC,PHASE1|PHASE2,nervous_system_disease
3991,Dementia|Mild Cognitive Impairment,Nicorandil,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],PHASE2,nervous_system_disease
3992,Chronic Pain|Diabetic Neuropathies|Diabetes Mellitus,Cebranopadol,CN(C)C1(CCC2(CC1)C3=C(CCO2)C4=C(N3)C=CC(=C4)F)C5=CC=CC=C5,PHASE2,nervous_system_disease
3993,Central Nervous System Lymphoma,Acalabrutinib,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,PHASE2,nervous_system_disease
3994,Multiple Sclerosis|Bladder Dysfunction,Alfuzosin,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,PHASE2|PHASE3,nervous_system_disease
3995,Parkinson Disease,Repaglinide,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,PHASE1,nervous_system_disease
3996,Alzheimer´s Disease,Lornoxicam,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3,PHASE2,nervous_system_disease
3997,Impulse Control Disorders|Parkinson Disease,Nalmefene,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,PHASE2,nervous_system_disease
3998,Schizophrenia|Mental Disorder|Nervous System Diseases,Aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,PHASE1,nervous_system_disease
3999,Neurocysticercosis|Epilepsy,Praziquantel,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,PHASE2|PHASE3,nervous_system_disease
4000,Neurocysticercosis|Epilepsy,Albendazole,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,PHASE2|PHASE3,nervous_system_disease
4001,Attention Deficit Hyperactivity Disorder,Metadoxine,CC1=NC=C(C(=C1O)CO)CO.C1CC(=O)NC1C(=O)O,PHASE1,nervous_system_disease
4002,Melanoma and Brain Metastases,Dabrafenib,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,PHASE2,nervous_system_disease
4003,Parkinson Disease,Lisuride,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,PHASE2,nervous_system_disease
4004,Alzheimer's Disease,Isotretinoin,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,PHASE1|PHASE2,nervous_system_disease
4005,Cirrhosis|Hepatic Encephalopathy|Ascites|Varices|SBP - Spontaneous Bacterial Peritonitis,Allopurinol,C1=NNC2=C1C(=O)NC=N2,PHASE2|PHASE3,nervous_system_disease
4006,Malignant Supratentorial Neoplasm|Recurrent Glioblastoma|Recurrent Gliosarcoma,Lonafarnib,C1CN(CCC1CC(=O)N2CCC(CC2)C3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N,PHASE1,nervous_system_disease
4007,Apnea|Snoring,Polidocanol,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,PHASE1|PHASE2,nervous_system_disease
4008,Familial Dysautonomia,Kinetin,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,PHASE1,nervous_system_disease
4009,Parkinson's Disease|Dyskinesia,Eltoprazine,C1CN(CCN1)C2=C3C(=CC=C2)OCCO3,PHASE2,nervous_system_disease
4010,Non-small Cell Lung Cancer,Capmatinib,CNC(=O)C1=C(C=C(C=C1)C2=NN3C(=CN=C3N=C2)CC4=CC5=C(C=C4)N=CC=C5)F,PHASE2,nervous_system_disease
4011,Treatment of Depression in Adults With Parkinson's Disease (PD),Pimavanserin,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C,PHASE2,nervous_system_disease
4012,"Leukoencephalopathy, Progressive Multifocal|HIV Infections",Enfuvirtide,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(=O)N)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC7=CC=CC=C7)C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC8=CN=CN8)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C,PHASE2,nervous_system_disease
4013,Insomnia,Zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,PHASE2,nervous_system_disease
4014,Plexiform Neurofibroma|Neurofibromatosis Type 1 (NF1),Mirdametinib,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,PHASE2,nervous_system_disease
4015,Clinical Stage IV Cutaneous Melanoma AJCC v8|Metastatic Melanoma|Pathologic Stage IV Cutaneous Melanoma AJCC v8,Encorafenib,CC(C)N1C=C(C(=N1)C2=C(C(=CC(=C2)Cl)NS(=O)(=O)C)F)C3=NC(=NC=C3)NCC(C)NC(=O)OC,PHASE2,nervous_system_disease
4016,Angina Pectoris,Lacidipine,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C,PHASE2,nervous_system_disease
4017,Intracranial Meningioma|Recurrent Meningioma|NF2 Gene Mutation,Capivasertib,C1CN(CCC1(C(=O)NC(CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,PHASE2,nervous_system_disease
4018,Alzheimer´s Disease,Lanabecestat,CC#CC1=CC(=CN=C1)C2=CC3=C(CC4(C35N=C(C(=N5)N)C)CCC(CC4)OC)C=C2,PHASE2|PHASE3,nervous_system_disease
4019,Chemotherapy-induced Neuropathic Pain|Chemotherapy-induced Peripheral Neuropathy,Tetrodotoxin,C(C1(C2C3C(N=C(NC34C(C1OC(C4O)(O2)O)O)N)O)O)O,PHASE2,nervous_system_disease
4020,Amyotrophic Lateral Sclerosis,Rabeprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,PHASE1,nervous_system_disease
4021,Microvascular Angina,Zibotentan,CC1=CN=C(C(=N1)OC)NS(=O)(=O)C2=C(N=CC=C2)C3=CC=C(C=C3)C4=NN=CO4,PHASE2,nervous_system_disease
4022,COVID-19|Olfactory Disorder|Parosmia,Fluvoxamine,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,PHASE2,nervous_system_disease
4023,"Influenza, Human|Arthralgia",Zanamivir,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N,PHASE2,nervous_system_disease
4024,HTLV-I-Associated Myelopathy,Tamibarotene,CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C,PHASE2|PHASE3,nervous_system_disease
4025,Fabry Disease,Lucerastat,CCCCN1CC(C(C(C1CO)O)O)O,PHASE1,nervous_system_disease
4026,Acromegaly,Paltusotine,C1CN(CCC1N)C2=C3C=C(C=CC3=NC=C2C4=CC(=CC(=C4)F)F)C5=CC=CC(=C5O)C#N,PHASE2,nervous_system_disease
4027,Adrenoleukodystrophy|Metachromatic Leukodystrophy|Globoid Cell Leukodystrophy|Tay Sachs Disease|Sandhoffs Disease|Wolman Disease|I-Cell Disease|Sanfilippo Syndrome|GM1 Gangliosidosis,Clofarabine,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N,PHASE2,nervous_system_disease
4028,Adrenoleukodystrophy|Metachromatic Leukodystrophy|Globoid Cell Leukodystrophy|Tay Sachs Disease|Sandhoffs Disease|Wolman Disease|I-Cell Disease|Sanfilippo Syndrome|GM1 Gangliosidosis,Hydroxyurea,C(=O)(N)NO,PHASE2,nervous_system_disease
4029,Hearing Loss,Ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,PHASE1,nervous_system_disease
4030,Post-dural Puncture Headache,Cosyntropin,CC(C)C(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)N3CCCC3C(=O)O)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC8=CNC=N8)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)N,PHASE2,nervous_system_disease
4031,Post-dural Puncture Headache,Tetracosactide,CC(C)C(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)N3CCCC3C(=O)O)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC8=CNC=N8)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)N,PHASE2,nervous_system_disease
4032,Acute Cerebrovascular Accident|Cerebral Edema,Pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,PHASE2,nervous_system_disease
4033,Acute Cerebrovascular Accident|Cerebral Edema,Famotidine,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,PHASE2,nervous_system_disease
4034,Multiple Sclerosis|Optic Nerve|Neuritis,Nerispirdine,CCCN(C1=C(C=NC=C1)F)N2C=C(C3=CC=CC=C32)C,PHASE2,nervous_system_disease
4035,Brain Metastases|Human Epidermal Growth Factor 2 Positive Carcinoma of Breast|Advanced Breast Cancer,Tucatinib,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,PHASE2,nervous_system_disease
4036,Postural Tachycardia Syndrome,Galantamine,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,PHASE1,nervous_system_disease
4037,Parkinson Disease,Clarithromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,PHASE1|PHASE2,nervous_system_disease
4038,"Dermatomyositis, Adult Type",Apremilast,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,PHASE2,nervous_system_disease
4039,Diffuse Intrinsic Pontine Glioma|Progressive or Refractory High-Grade Glioma,Crenolanib,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,PHASE1,nervous_system_disease
4040,Amyotrophic Lateral Sclerosis,Tretinoin,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,PHASE1|PHASE2,nervous_system_disease
4041,Partial Epilepsy,Cenobamate,C1=CC=C(C(=C1)C(CN2N=CN=N2)OC(=O)N)Cl,PHASE1,nervous_system_disease
4042,Mild to Moderate Diabetic Sensorimotor Polyneuropathy,Ranirestat,C1C(=O)NC(=O)C12C(=O)N(C(=O)C3=CC=CN23)CC4=C(C=C(C=C4)Br)F,PHASE2|PHASE3,nervous_system_disease
4043,Relapsing-remitting Multiple Sclerosis|Secondary-progressive Multiple Sclerosis|Primary-progressive Multiple Sclerosis,Norethisterone,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,PHASE2,nervous_system_disease
4044,Relapsing-remitting Multiple Sclerosis|Secondary-progressive Multiple Sclerosis|Primary-progressive Multiple Sclerosis,Norethindrone,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,PHASE2,nervous_system_disease
4045,"Lymphoma, B-Cell",Idarubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,PHASE2,nervous_system_disease
4046,Amyotrophic Lateral Sclerosis,Biotin,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,PHASE2,nervous_system_disease
