,Unnamed: 0,Conditions,Drug,Smiles,Phases,Study Status,Disease
2758,8443,Germ Cell Tumors|Hepatic Cancer|Neuroblastoma|Osteosarcoma|Rhabdomyosarcoma,Thrombopoietin,,PHASE1|PHASE2,,digestive_system_disease
2757,8428,Advanced Colorectal Carcinoma,Resminostat,CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)C=CC(=O)NO,PHASE1|PHASE2,,digestive_system_disease
2754,8322,Celiac Disease,Latiglutenase,,PHASE2,,digestive_system_disease
2751,8178,Acute Diarrhea|Acute Gastroenteritis,Racecadotril,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,APPROVED,,digestive_system_disease
2749,8119,Ulcerative Colitis,Rivenprost,COCC1=CC=CC(=C1)CC(C=CC2C(CC(=O)C2CCSCCCC(=O)OC)O)O,PHASE2,,digestive_system_disease
2746,8011,Metastatic Pancreatic Cancer,Necuparanib,,PHASE1|PHASE2,,digestive_system_disease
2743,7987,Colorectal Cancer|GIST,Ripretinib,CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC,PHASE1|PHASE2,,digestive_system_disease
2741,7937,Hepatic Impairment,Delafloxacin,C1C(CN1C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4=C(C=C(C(=N4)N)F)F)F)O,PHASE1,,digestive_system_disease
2739,7847,"Ulcerative Colitis, Active Moderate|Ulcerative Colitis, Active Severe",Bertilimumab,,PHASE2,,digestive_system_disease
2738,7811,Stomach Neoplasms,Edotecarin,C1=CC2=C(C=C1O)NC3=C4C(=C5C(=C23)C(=O)N(C5=O)NC(CO)CO)C6=C(N4C7C(C(C(C(O7)CO)O)O)O)C=C(C=C6)O,PHASE2,,digestive_system_disease
2736,7793,Sphincter of Oddi Dysfunction,Pinaverium,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C,APPROVED,,digestive_system_disease
2733,7700,Metastatic Colorectal Cancer,Cibisatamab,,PHASE1|PHASE2,,digestive_system_disease
2728,7551,Pancreatic Cancer|Stage IV Pancreatic Cancer,Vantictumab,,PHASE1,,digestive_system_disease
2727,7504,Irritable Bowel Syndrome With Diarrhea,Mebeverine,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC,APPROVED,,digestive_system_disease
2724,7393,Colorectal Neoplasms,Pelitrexol,CC1=C(SC(=C1)C(=O)NC(CCC(=O)O)C(=O)O)CCC2CC3=C(NC2)N=C(NC3=O)N,PHASE2,,digestive_system_disease
2717,7283,Acetaminophen|Drug Overdose|Acetaminophen Overdose|Acetaminophen Poisoning|Drug-induced Liver Injury|Liver Failure|Liver Toxicity,Fomepizole,CC1=CNN=C1,PHASE2,,digestive_system_disease
2716,7275,Hepatocellular Carcinoma|Metastatic Cancer,Thymidine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,PHASE1,,digestive_system_disease
2707,7188,Amoebic Dysentery|Giardiasis,Auranofin,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],PHASE2,,digestive_system_disease
2700,7084,Post Operative Ileus,Alvimopan,CC1CN(CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O,APPROVED,,digestive_system_disease
2699,7077,Erythropoietic Protoporphyria,Colestipol,C1C(O1)CCl.C(CNCCNCCNCCN)N,PHASE2|PHASE3,,digestive_system_disease
2698,7016,Non Alcoholic Steatohepatitis (NASH),Icosabutate,CCC=CCC=CCC=CCC=CCC=CCCCCOC(CC)C(=O)O,PHASE2,,digestive_system_disease
2696,6942,Pancreatic Neoplasms,Aroplatin,CC(C)(C)CCCCCC(=O)[O-].CC(C)(C)CCCCCC(=O)[O-].C1CCC(C(C1)N)N.[Pt+2],PHASE1|PHASE2,,digestive_system_disease
2687,6716,Liver Diseases,Macrogol,C(CO)O,APPROVED,,digestive_system_disease
2684,6653,Nonalcoholic Fatty Liver Disease (NAFLD)|Type 2 Diabetes (T2DM),Lanifibranor,C1=CC2=C(C=C1S(=O)(=O)N3C4=C(C=C(C=C4)Cl)C=C3CCCC(=O)O)SC=N2,PHASE2,,digestive_system_disease
2681,6538,Acquired Hyperinsulinemic Hypoglycemia,Avexitide,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N6CCCC6C(=O)NC(CO)C(=O)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)N,PHASE2,,digestive_system_disease
2677,6488,Neoplasms|Pancreatic Neoplasms,Glufosfamide,C(CCl)NP(=O)(NCCCl)OC1C(C(C(C(O1)CO)O)O)O,PHASE1|PHASE2,,digestive_system_disease
2674,6374,Colon Cancer|Minimal Residual Disease,Piritramide,C1CCN(CC1)C2(CCN(CC2)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)N,APPROVED,,digestive_system_disease
2671,6346,Crohn Disease,Risankizumab,,APPROVED,,digestive_system_disease
2662,6212,Crohn's Disease,Methoxsalen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,PHASE2,,digestive_system_disease
2656,6129,Cryptosporidiosis|HIV Infections,Paromomycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,PHASE2,,digestive_system_disease
2655,6097,Crohn Disease,Xanthohumol,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)C=CC2=CC=C(C=C2)O)O)C,PHASE2,,digestive_system_disease
2652,6062,Healthy Volunteers,Galicaftor,C1CC1(C2=CC3=C(C=C2)OC(O3)(F)F)C(=O)NC4CC(OC5=C4C=CC(=C5)OC(F)F)C6=CC=C(C=C6)C(=O)O,PHASE1,,digestive_system_disease
2650,6030,Helminthiasis|Amoebiasis,Quinfamide,C1CC2=C(C=CC(=C2)OC(=O)C3=CC=CO3)N(C1)C(=O)C(Cl)Cl,APPROVED,,digestive_system_disease
2647,5993,Resectable Pancreatic Ductal Adenocarcinoma|Stage 0 Pancreatic Cancer AJCC v8|Stage I Pancreatic Cancer AJCC v8|Stage IA Pancreatic Cancer AJCC v8|Stage IB Pancreatic Cancer AJCC v8|Stage II Pancreatic Cancer AJCC v8|Stage IIA Pancreatic Cancer AJCC v8|Stage IIB Pancreatic Cancer AJCC v8,Pyrvinium,CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C,PHASE1,,digestive_system_disease
2646,5991,"Carcinoma, Hepatocellular",Tirapazamine,C1=CC=C2C(=C1)[N+](=C(N=[N+]2[O-])N)[O-],PHASE2,,digestive_system_disease
2644,5931,Chronic Pancreatitis|Exocrine Pancreatic Insufficiency,Pancreatin,,APPROVED,,digestive_system_disease
2639,5855,Liver Failure,Lofexidine,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,PHASE1,,digestive_system_disease
2635,5736,Short Bowel Syndrome|Vitamin E Deficiency,Tocofersolan,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)CCC(=O)OCCO)C,PHASE2,,digestive_system_disease
2634,5723,Inflammatory Bowel Diseases,Nifuroxazide,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,PHASE2|PHASE3,,digestive_system_disease
2628,5614,Gall Stone Disease,Vecuronium,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,APPROVED,,digestive_system_disease
2626,5592,Gastric Cancer|Stomach Cancer|Esophageal Cancer,Margetuximab,,PHASE1|PHASE2,,digestive_system_disease
2624,5566,Hyperinsulinemic Hypoglycemia|Postprandial Hypoglycemia,Dasiglucagon,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CO)NC(=O)C(CC7=CNC=N7)N,PHASE2,,digestive_system_disease
2622,5488,Chronic Hepatitis B,Oxymatrine,C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-],APPROVED,,digestive_system_disease
2618,5410,Cholecystitis,Cefotetan,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,PHASE1,,digestive_system_disease
2617,5400,Metastatic Pancreatic Cancer,Mitazalimab,,PHASE1,,digestive_system_disease
2614,5325,Hepatic Impairment,Siremadlin,CC(C)N1C2=C(C(=O)N(C2C3=CC=C(C=C3)Cl)C4=CC(=CN(C4=O)C)Cl)N=C1C5=CN=C(N=C5OC)OC,PHASE1,,digestive_system_disease
2605,5173,Cryptosporidiosis|HIV Infections,Letrazuril,C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)F,PHASE1,,digestive_system_disease
2604,5154,Esophagitis,Ilaprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=C(N2)C=C(C=C3)N4C=CC=C4)OC,PHASE2,,digestive_system_disease
2603,5133,Colorectal Neoplasm,Modufolin,C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,PHASE1|PHASE2,,digestive_system_disease
2602,5106,Gastric Cancer|Gastroesophageal Junction Cancer|HER2-positive Gastric Cancer,Tebotelimab,,PHASE2|PHASE3,,digestive_system_disease
2591,4966,"Hepatitis C, Chronic",Celgosivir,CCCC(=O)OC1CN2CCC(C2C(C1O)O)O,PHASE2,,digestive_system_disease
2590,4964,Stomatitis,Benzydamine,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,PHASE2,,digestive_system_disease
2580,4800,Non Alcoholic Steatohepatitis (NASH),Licogliflozin,CCC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC4=C(C=C3)OCCO4,PHASE2,,digestive_system_disease
2579,4799,Non Alcoholic Steatohepatitis (NASH),Tropifexor,C1CC1C2=C(C(=NO2)C3=CC=CC=C3OC(F)(F)F)COC4CC5CCC(C4)N5C6=NC7=C(C=C(C=C7S6)C(=O)O)F,PHASE2,,digestive_system_disease
2572,4690,Cystic Fibrosis,Teicoplanin,CCCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)Cl)CO)O)O,PHASE1,,digestive_system_disease
2571,4688,Colorectal Cancer|Metastatic Colorectal Cancer,Onvansertib,CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCO,PHASE2,,digestive_system_disease
2568,4653,Irritable Bowel Syndrome,Tiropramide,CCCN(CCC)C(=O)C(CC1=CC=C(C=C1)OCCN(CC)CC)NC(=O)C2=CC=CC=C2,APPROVED,,digestive_system_disease
2567,4615,Hepatitis C,Ravidasvir,CC(C)C(C(=O)N1CCCC1C2=NC3=C(N2)C=C(C=C3)C4=CC5=C(C=C4)C=C(C=C5)C6=CN=C(N6)C7CCCN7C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,PHASE2|PHASE3,,digestive_system_disease
2563,4578,Pancreatitis,Aprotinin,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(C(=O)NC(C(=O)NCC(=O)N6CCCC6C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CC(=O)O)CCC(=O)O)C)CO)CCCCN)CC7=CC=CC=C7)CC(=O)N)CC(=O)N)CCCNC(=N)N)CCCCN)C)CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CCC(=O)N)C(C)O)CC8=CC=CC=C8)C(C)C)CC9=CC=C(C=C9)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)C)CCCCN)C(C)O)CC1=CC=C(C=C1)O)CCC(=O)O)CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)N)C(=O)NCC(=O)NCC(=O)NC(C)C(=O)O)C(C)O)CCCNC(=N)N)CCSC)CC(C)C)C)CCCCN)C)CC(=O)N)CC1=CC=C(C=C1)O)CC1=CC=CC=C1)CC1=CC=C(C=C1)O)CCCNC(=N)N)C(C)CC,PHASE1,,digestive_system_disease
2561,4540,Metastatic Pancreatic Cancer,Proglumide,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1,PHASE1,,digestive_system_disease
2556,4484,Colon Cancer|Colorectal Cancer|Rectal Cancer|Metastatic Colorectal Cancer|Oncology,Conatumumab,,PHASE1|PHASE2,,digestive_system_disease
2554,4472,Cholecystolithiasis,Droperidol,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,APPROVED,,digestive_system_disease
2551,4465,Hepatic Impairment,Fevipiprant,CC1=C(C2=C(N1CC3=C(C=C(C=C3)S(=O)(=O)C)C(F)(F)F)N=CC=C2)CC(=O)O,PHASE1,,digestive_system_disease
2545,4379,Inflammatory Bowel Diseases|Clostridioides Difficile Infection,Sucralose,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O,PHASE1,,digestive_system_disease
2536,4325,Nonalcoholic Steatohepatitis,Cilofexor,C1CC1C2=C(C(=NO2)C3=C(C=CC=C3Cl)Cl)COC4=CC(=C(C=C4)C5(CN(C5)C6=NC=CC(=C6)C(=O)O)O)Cl,PHASE2,,digestive_system_disease
2535,4323,Hepatic Impairment,Fosmanogepix,C1=CC=NC(=C1)OCC2=CC=C(C=C2)CC3=NOC(=C3)C4=C([N+](=CC=C4)COP(=O)(O)[O-])N,PHASE1,,digestive_system_disease
2532,4290,Irritable Bowel Syndrome,Otilonium,CCCCCCCCOC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)OCC[N+](C)(CC)CC,APPROVED,,digestive_system_disease
2530,4256,Metastatic Colorectal Carcinoma|Stage IV Colorectal Cancer AJCC v8|Stage IVA Colorectal Cancer AJCC v8|Stage IVB Colorectal Cancer AJCC v8|Stage IVC Colorectal Cancer AJCC v8,Utomilumab,,PHASE1,,digestive_system_disease
2525,4225,Liver Cancer|Metastatic Cancer,Pyrazoloacridine,CN(C)CCCN1C2=C3C(=C(C=C2)[N+](=O)[O-])NC4=C(C3=N1)C=C(C=C4)OC,PHASE2,,digestive_system_disease
2519,4144,Ulcerative Colitis,Abrilumab,,PHASE2,,digestive_system_disease
2516,4117,NASH - Nonalcoholic Steatohepatitis,Seladelpar,CCOC(COC1=CC=C(C=C1)C(F)(F)F)CSC2=CC(=C(C=C2)OCC(=O)O)C,PHASE2,,digestive_system_disease
2514,4077,"Hepatitis C, Chronic",Danoprevir,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,PHASE2,,digestive_system_disease
2511,4006,Self Efficacy,Ginsenosides,CC(=CCCC(C)(C1CCC2(C1CCC3C2(CCC4C3(CCC(C4(C)C)O)C)C)C)O)C,PHASE2,,digestive_system_disease
2505,3925,Crohn Disease|CARD9 S12N Risk Allele,Posaconazole,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,APPROVED,,digestive_system_disease
2504,3909,Gastroesophageal Reflux in Neonates,Montmorillonite,O.[O-2].[O-2].[O-2].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.[Al+3].[Al+3],APPROVED,,digestive_system_disease
2498,3842,Ulcerative Colitis (UC),Ravagalimab,,PHASE2,,digestive_system_disease
2497,3825,Acquired Immunodeficiency Syndrome|Healthy Volunteers|HIV/AIDS|HIV Diarrhea|Human Immunodeficiency Virus,Crofelemer,COC1=CC=CC=C1CNC(=O)C2=NOC(=C2)C3=CC=CC=C3,APPROVED,,digestive_system_disease
2494,3787,Malignant Tumors of the Digestive System|Trombocitopenia,Hetrombopag,CC1=C(C(=O)N(N1)C2=CC3=C(CCCC3)C=C2)N=NC4=CC=CC(=C4O)C5=CC=C(O5)C(=O)O,APPROVED,,digestive_system_disease
2480,3669,Refractory Reflux Esophagitis,Trimebutine,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C,APPROVED,,digestive_system_disease
2477,3653,Fibrostenotic Crohn´s Disease,Spesolimab,,PHASE2,,digestive_system_disease
2471,3576,Hepatocellular Carcinoma,Carotuximab,,PHASE1|PHASE2,,digestive_system_disease
2465,3499,Pancreatic Adenocarcinoma|Stage III Pancreatic Cancer AJCC v6 and v7,Triapine,C1=CC(=C(N=C1)C=NNC(=S)N)N,PHASE1,,digestive_system_disease
2451,3370,Diabetes Mellitus Type 2|Non Alcoholic Fatty Liver Disease|Obesity,Amlexanox,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,PHASE2,,digestive_system_disease
2450,3369,Chronic Hepatitis B,Vesatolimod,CCCCOC1=NC(=C2C(=N1)N(CC(=O)N2)CC3=CC=CC(=C3)CN4CCCC4)N,PHASE2,,digestive_system_disease
2444,3284,Hepatitis B|Cholestasis,Ademetionine,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,APPROVED,,digestive_system_disease
2443,3245,Colorectal Cancer,Niclosamide,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,PHASE2,,digestive_system_disease
2442,3244,Non-Alcoholic Fatty Liver Disease,Gemcabene,CC(C)(CCCCOCCCCC(C)(C)C(=O)O)C(=O)O,PHASE2,,digestive_system_disease
2422,3036,Pancreas Cancer,Bethanechol,CC(C[N+](C)(C)C)OC(=O)N,PHASE2,,digestive_system_disease
2417,3021,Irritable Bowel Syndrome With Constipation,Plecanatide,CC1C(=O)NC2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)CNC(=O)C(NC2=O)C(C)O)C(=O)NC(CC(C)C)C(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C)C)CC(=O)N)C(C)C)CC(C)C)CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)N)N,PHASE2,,digestive_system_disease
2415,3004,Hepatocellular Carcinoma,Adebrelimab,,PHASE2,,digestive_system_disease
2412,2974,Colorectal Cancer Metastatic,Anisodamine,CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3,PHASE2,,digestive_system_disease
2408,2911,Epithelial Ovarian Cancer|Primary Peritoneal Cancer|Fallopian Tube Cancer,Mirvetuximab,,PHASE1|PHASE2,,digestive_system_disease
2407,2897,Gastroesophageal Reflux Disease,Lesogaberan,C(C(C[P+](=O)O)F)N,PHASE2,,digestive_system_disease
2402,2867,Chronic Hepatitis B,Myrcludex B,,PHASE1|PHASE2,,digestive_system_disease
2394,2820,Nonalcoholic Steatohepatitis (NASH),Firsocostat,CC1=C(SC2=C1C(=O)N(C(=O)N2CC(C3=CC=CC=C3OC)OC4CCOCC4)C(C)(C)C(=O)O)C5=NC=CO5,PHASE1,,digestive_system_disease
2392,2817,Hepatitis B,Birinapant,CCC(C(=O)N1CC(CC1CC2=C(NC3=C2C=CC(=C3)F)C4=C(C5=C(N4)C=C(C=C5)F)CC6CC(CN6C(=O)C(CC)NC(=O)C(C)NC)O)O)NC(=O)C(C)NC,PHASE1,,digestive_system_disease
2391,2811,Gastroenteritis Escherichia Coli,Aspartame,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,PHASE1,,digestive_system_disease
2387,2770,Cystic Fibrosis,Colistin,CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)C(C)O,APPROVED,,digestive_system_disease
2384,2741,Primary Sclerosing Cholangitis,Volixibat,CCCCC1(CS(=O)(=O)C2=C(C=C(C=C2)N(C)C)C(C1O)C3=CC(=CC=C3)NC(=O)NC4C(C(C(C(O4)COS(=O)(=O)O)O)OCC5=CC=CC=C5)O)CC,PHASE2,,digestive_system_disease
2379,2658,Peritonitis|Sepsis,Pentaglobin,,PHASE2,,digestive_system_disease
2375,2608,Pulmonary Alveolar Proteinosis|Bronchiectasis|Cystic Fibrosis|Acute Respiratory Distress Syndrome,Molgramostim,,PHASE1,,digestive_system_disease
2374,2602,Gastrointestinal Motility Disorder,Talinolol,CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O,PHASE1,,digestive_system_disease
2366,2552,Non-alcoholic Steatohepatitis|Type2 Diabetes,Alogliptin,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,APPROVED,,digestive_system_disease
2364,2488,Cystic Fibrosis,Lefamulin,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CCC(CC4O)N)C,PHASE1,,digestive_system_disease
2354,2389,Infantile Colic|Infantile Functional Gastrointestinal Disorders,Nepadutant,CC(C)CC1C(=O)NC(C(=O)NC2CC(=O)NCC(C(=O)N1)NC(=O)C(NC(=O)C(NC2=O)CC3=CNC4=CC=CC=C43)CC5=CC=CC=C5)CC(=O)NC6C(C(C(C(O6)CO)O)O)NC(=O)C,PHASE1,,digestive_system_disease
2347,2351,Cystic Fibrosis,Tezacaftor,CC(C)(CO)C1=CC2=CC(=C(C=C2N1CC(CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F,PHASE2,,digestive_system_disease
2344,2333,Irritable Bowel Syndrome,Ibodutant,CC1=CC2=C(C=C1)C=C(S2)C(=O)NC3(CCCC3)C(=O)NC(CC4=CC=CC=C4)C(=O)NCC5CCN(CC5)CC6CCOCC6,PHASE2,,digestive_system_disease
2338,2292,Lung Cancer|Esophageal Cancer|Mesothelioma|Gastrointestinal Neoplasms|Breast Cancer,Plicamycin,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,PHASE2,,digestive_system_disease
2337,2279,"Colitis, Ulcerative",Tetomilast,CCOC1=C(C=C(C=C1)C2=NC(=CS2)C3=NC(=CC=C3)C(=O)O)OCC,PHASE2,,digestive_system_disease
2336,2273,Hepatocellular Carcinoma,Orantinib,CC1=C(NC(=C1CCC(=O)O)C)C=C2C3=CC=CC=C3NC2=O,PHASE1|PHASE2,,digestive_system_disease
2335,2272,Crohn's Disease,Brodalumab,,PHASE2,,digestive_system_disease
2333,2244,Metastatic Colorectal Cancer,Geptanolimab,,PHASE1,,digestive_system_disease
2321,2148,Pancreatic Cancer,Rubitecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5[N+](=O)[O-])N=C4C3=C2)O,PHASE2|PHASE3,,digestive_system_disease
2319,2138,Hepatocellular Carcinoma,Chiauranib,COC1=CC2=NC=CC(=C2C=C1)OC3=CC4=C(C=C3)C(=CC=C4)C(=O)NC5=CC=CC=C5N,PHASE1|PHASE2,,digestive_system_disease
2314,2065,Hepatocellular Carcinoma,Bavituximab,,PHASE2,,digestive_system_disease
2310,2024,Colorectal Cancer|Chemotherapy Effect|Surgery|Metastasis|Survival,Lobaplatin,CC(C(=O)[O-])[O-].C1CC(C1CN)CN.[Pt+4],PHASE2,,digestive_system_disease
2309,2012,"Hepatitis C, Chronic|Hepacivirus",Narlaprevir,CCCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3C(C3(C)C)CN2C(=O)C(C(C)(C)C)NC(=O)NC4(CCCCC4)CS(=O)(=O)C(C)(C)C,PHASE2|PHASE3,,digestive_system_disease
2306,1995,"Hepatitis C, Chronic",Tegobuvir,C1=CC=C(C(=C1)C2=NC3=CN(C=CC3=N2)CC4=NN=C(C=C4)C5=C(C=C(C=C5)C(F)(F)F)C(F)(F)F)F,PHASE2,,digestive_system_disease
2305,1994,Gastric Cancer,Varlitinib,CC1COC(=N1)NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=NC=CS5)Cl,PHASE2|PHASE3,,digestive_system_disease
2303,1960,Hepatitis C,Ruzasvir,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC4=C(C=C3)N5C(OC6=C(C5=C4)C(=CC(=C6)C7=CN=C(N7)C8CCCN8C(=O)C(C(C)C)NC(=O)OC)F)C9=CN=C(S9)C1CC1)NC(=O)OC,PHASE2,,digestive_system_disease
