,Conditions,Drug,Smiles,Phases,Disease
6234,End-stage Renal Disease|HCV Coinfection,Ritonavir,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,APPROVED,urinary_system_disease
6235,Small Cell Neuroendocrine Carcinoma of Bladder|Bladder Cancer|Urothelial Carcinoma Bladder,Etoposide,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,PHASE2,urinary_system_disease
6236,BK Virus Infection|Nephropathy|Kidney Transplantation,Brincidofovir,CCCCCCCCCCCCCCCCOCCCOP(=O)(COC(CN1C=CC(=NC1=O)N)CO)O,PHASE2,urinary_system_disease
6237,Urinary Tract Infections|Elderly Infection,Amikacin,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,APPROVED,urinary_system_disease
6241,Renal Impairment|Diabetes,Vildagliptin,C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,PHASE1|PHASE2,urinary_system_disease
6242,Urinary Incontinence,Litoxetine,C1CNCCC1OCC2=CC3=CC=CC=C3C=C2,PHASE1|PHASE2,urinary_system_disease
6243,Renal Insufficiency|Tenofovir,Tenofovir,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,APPROVED,urinary_system_disease
6244,Renal Impairment,Methylnaltrexone,C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6,PHASE1,urinary_system_disease
6245,Renal Insufficiency,Tiotropium,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C,PHASE1,urinary_system_disease
6246,"Diabetes Mellitus, Type 2|Renal Disease|Diabetes Mellitus|Metabolic Disease|Endocrine System Diseases",Evogliptin,CC(C)(C)OCC1C(=O)NCCN1C(=O)CC(CC2=CC(=C(C=C2F)F)F)N,APPROVED,urinary_system_disease
6247,Diabetic Nephropathy,Nidufexor,CN1C2=C(COC3=C2C=C(C=C3)Cl)C(=N1)C(=O)N(CC4=CC=CC=C4)CC5=CC=C(C=C5)C(=O)O,PHASE2,urinary_system_disease
6248,"Gastrointestinal Tumors, Urinary System Tumors, Neuroendocrine Tumors",Anlotinib,CC1=CC2=C(N1)C=CC(=C2F)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC,PHASE2,urinary_system_disease
6249,Cardiorenal Syndrome,Chlortalidone,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,PHASE2,urinary_system_disease
6250,Renal Impairment,Lemborexant,CC1=NC(=NC=C1OCC2(CC2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C,PHASE1,urinary_system_disease
6251,End Stage Renal Disease on Hemodialysis,Difelikefalin,CC(C)CC(C(=O)NC(CCCCN)C(=O)N1CCC(CC1)(C(=O)O)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N,PHASE1,urinary_system_disease
6252,Neoplasms|Solid Tumors|Bone Cancer|Kidney Tumor|Neuroblastoma,Ifosfamide,C1CN(P(=O)(OC1)NCCCl)CCCl,PHASE1,urinary_system_disease
6253,Neoplasms|Solid Tumors|Bone Cancer|Kidney Tumor|Neuroblastoma,Irinotecan,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PHASE1,urinary_system_disease
6256,"Anti-Infective Agents, Urinary|Escherichia Coli Infections|Klebsiella Infections|Kidney Transplantation|Urinary Tract Infections",Sitafloxacin,C1CC12CN(CC2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5CC5F)F,PHASE2|PHASE3,urinary_system_disease
6257,Bladder Pain Syndrome|Interstitial Cystitis,Naltrexone,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,PHASE2,urinary_system_disease
6258,"Chronic Kidney Disease, Stage 5|Secondary Hyperparathyroidism",Doxercalciferol,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,APPROVED,urinary_system_disease
6259,"Cirrhosis, Liver|Upper Gastrointestinal Bleeding",Somatostatin,CC(C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)CC5=CC=CC=C5)CC(=O)N)CCCCN)NC(=O)CNC(=O)C(C)N)C(=O)O)CO)C(C)O)CC6=CC=CC=C6)O,APPROVED,urinary_system_disease
6260,Accidental Falls|Chronic Renal Insufficiency|Aged,Alfacalcidol,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,APPROVED,urinary_system_disease
6262,Kidney Cancer|Leukemia|Lymphoma|Neurotoxicity|Peripheral Neuropathy|Sarcoma,Glutamine,C(CC(=O)N)C(C(=O)O)N,PHASE2,urinary_system_disease
6263,Overactive Bladder,Propiverine,CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C,APPROVED,urinary_system_disease
6264,Nephrolithiasis,Fexofenadine,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,PHASE2,urinary_system_disease
6265,Wolfram Syndrome,Tirzepatide,CCC(C)C(C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCCCC(=O)O)C(=O)NC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NCC(=O)NCC(=O)N4CCCC4C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N5CCCC5C(=O)N6CCCC6C(=O)N7CCCC7C(=O)NC(CO)C(=O)N)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(CC8=CC=C(C=C8)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=CC=C9)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC1=CC=C(C=C1)O)N,PHASE2,urinary_system_disease
6266,Urinary Tract Infections,Norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,APPROVED,urinary_system_disease
6267,Stress Urinary Incontinence,Epinephrine,CNCC(C1=CC(=C(C=C1)O)O)O,APPROVED,urinary_system_disease
6268,Enuresis|Obstructive Sleep Apnea|Sleep Disordered Breathing,Mometasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C,APPROVED,urinary_system_disease
6269,Renal Impairment,Teduglutide,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC5=CN=CN5)N,PHASE1,urinary_system_disease
6271,Chronic Kidney Disease|Proteinuria,Nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,PHASE1,urinary_system_disease
6272,Renal Cell Carcinoma,Brivanib,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OCC(C)O)C,PHASE2,urinary_system_disease
6273,Heart Failure|Renal Insufficiency,Levosimendan,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,APPROVED,urinary_system_disease
6274,Heart Failure|Renal Insufficiency,Simendan,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,APPROVED,urinary_system_disease
6275,T2DM (Type 2 Diabetes Mellitus)|Metformin|SGLT2-Inhibitors,Tofogliflozin,CCC1=CC=C(C=C1)CC2=CC3=C(COC34C(C(C(C(O4)CO)O)O)O)C=C2,PHASE2,urinary_system_disease
6276,Chronic Kidney Disease|Proteinuria,Rosuvastatin,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,APPROVED,urinary_system_disease
6277,Albuminuria,Montelukast,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,APPROVED,urinary_system_disease
6278,"Renal Disease, End Stage",Amisulpride,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,PHASE1,urinary_system_disease
6279,Proteinuria,Triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,APPROVED,urinary_system_disease
6280,"Urinary Incontinence, Stress|Fecal Incontinence",Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,PHASE1,urinary_system_disease
6282,Renal Impairment,Inclisiran,CC(=O)NC1C(C(C(OC1OCCCCC(=O)NCCCNC(=O)CCOCC(COCCC(=O)NCCCNC(=O)CCCCOC2C(C(C(C(O2)CO)O)O)NC(=O)C)(COCCC(=O)NCCCNC(=O)CCCCOC3C(C(C(C(O3)CO)O)O)NC(=O)C)NC(=O)CCCCCCCCCCC(=O)N4CC(CC4COP(=O)(O)O)O)CO)O)O,PHASE1,urinary_system_disease
6283,Kidney Transplantation|Kidney Disease,Acyclovir,C1=NC2=C(N1COCCO)N=C(NC2=O)N,PHASE1|PHASE2,urinary_system_disease
6284,Kidney Transplantation|Kidney Disease,Pentamidine,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,PHASE1|PHASE2,urinary_system_disease
6285,Kidney Transplantation|Kidney Disease,Clotrimazole,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,PHASE1|PHASE2,urinary_system_disease
6286,Kidney Transplantation|Kidney Disease,Nystatin,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,PHASE1|PHASE2,urinary_system_disease
6287,Stage III Cutaneous Melanoma|Stage IV Cutaneous Melanoma|Locally Advanced Melanoma|Locally Advanced Solid Neoplasm|Metastatic Head and Neck Squamous Cell Carcinoma|Metastatic Malignant Solid Neoplasm|Metastatic Melanoma|Metastatic Urothelial Carcinoma|Non-Small Cell Lung Carcinoma|Stage IB Lung Cancer AJCC v7|Stage III Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8|Stage III Lung Cancer AJCC v8|Stage III Ureter Cancer AJCC v8|Stage IIIA Lung Cancer AJCC v8|Stage IIIB Lung Cancer AJCC v8|Stage IIIC Lung Cancer AJCC v8|Stage IV Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8|Stage IV Lung Cancer AJCC v8|Stage IV Ureter Cancer AJCC v8|Stage IVA Lung Cancer AJCC v8|Stage IVB Lung Cancer AJCC v8,Abexinostat,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,PHASE1,urinary_system_disease
6288,Acute Renal Failure|Infection,Anidulafungin,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O,PHASE2,urinary_system_disease
6290,Proteinuria|Idiopathic Membranous Nephropathy,Corticotropin,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C6CCCN6C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)N,APPROVED,urinary_system_disease
6291,Healthy,Megestrol,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,PHASE1,urinary_system_disease
6294,Uremic Pruritus,Nalfurafine,CN(C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O)C(=O)C=CC7=COC=C7,PHASE2,urinary_system_disease
6295,Diabetic Nephropathy,Topiroxostat,C1=CN=CC=C1C2=NC(=NN2)C3=CC(=NC=C3)C#N,PHASE2,urinary_system_disease
6296,End Stage Renal Disease,Plazomicin,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CNCCO)N)N)NC(=O)C(CCN)O)O,PHASE1,urinary_system_disease
6297,End Stage Renal Disease|Peritoneal Dialysis,Chlorhexidine,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,APPROVED,urinary_system_disease
6298,Renal Impairment,Brensocatib,CN1C2=C(C=CC(=C2)C3=CC=C(C=C3)CC(C#N)NC(=O)C4CNCCCO4)OC1=O,PHASE1,urinary_system_disease
6299,Renal Cell Carcinoma|Hereditary Leiomyomatosis|Renal Cell Cancer,Vandetanib,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,PHASE1|PHASE2,urinary_system_disease
6300,Childhood Renal Cell Carcinoma|Clear Cell Renal Cell Carcinoma|Clear Cell Sarcoma of the Kidney|Papillary Renal Cell Carcinoma|Rhabdoid Tumor of the Kidney|Stage I Renal Cell Cancer|Stage I Renal Wilms Tumor|Stage II Renal Cell Cancer|Stage II Renal Wilms Tumor|Stage III Renal Cell Cancer|Stage III Renal Wilms Tumor|Stage IV Renal Cell Cancer|Stage IV Renal Wilms Tumor,Dactinomycin,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,PHASE2,urinary_system_disease
6301,Renal Insufficiency,Tirofiban,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,PHASE1,urinary_system_disease
6302,Malignant Neoplasms of Urinary Tract|Bladder Cancer,Neostigmine,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,APPROVED,urinary_system_disease
6303,Malignant Neoplasms of Urinary Tract|Bladder Cancer,Glycopyrrolate,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],APPROVED,urinary_system_disease
6304,Breast Cancer|Ovarian Cancer|Non Small Cell Lung Cancer|Colorectal Cancer|Pancreatic Cancer|Renal Cell Carcinoma|Nasopharyngeal Cancer|Head and Neck Squamous Cell Carcinoma|Gastric Cancer,Rimiducid,CCC(C1=CC(=C(C(=C1)OC)OC)OC)C(=O)N2CCCCC2C(=O)OC(CCC3=CC(=C(C=C3)OC)OC)C4=CC(=CC=C4)OCC(=O)NCCNC(=O)COC5=CC=CC(=C5)C(CCC6=CC(=C(C=C6)OC)OC)OC(=O)C7CCCCN7C(=O)C(CC)C8=CC(=C(C(=C8)OC)OC)OC,PHASE1,urinary_system_disease
6305,Prostate Cancer|Erectile Dysfunction|Lower Urinary Tract Symptoms,Bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,PHASE2,urinary_system_disease
6306,Renal Disease|End Stage Renal Disease,Droxidopa,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,PHASE1,urinary_system_disease
6307,Renal Insufficiency,Abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,PHASE1,urinary_system_disease
6308,Atrial Fibrillation and Flutter|Stroke|Major Bleed|End-stage Renal Disease,Warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,APPROVED,urinary_system_disease
6309,"Diabetes Mellitus, Type 2|Albuminuria",Canagliflozin,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,APPROVED,urinary_system_disease
6310,Renal Insufficiency,Setmelanotide,CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)N1)NC(=O)C(CCCN=C(N)N)NC(=O)C)C(=O)N)CC2=CNC3=CC=CC=C32)CCCN=C(N)N)CC4=CC=CC=C4)CC5=CN=CN5,PHASE1,urinary_system_disease
6311,Lupus Nephritis,Iguratimod,CS(=O)(=O)NC1=C(C=C2C(=C1)OC=C(C2=O)NC=O)OC3=CC=CC=C3,PHASE2,urinary_system_disease
6312,"Neoplasms|Neoplasms, Glandular and Epithelial|Neoplasms by Histologic Type|Bronchial Neoplasms|Lung Neoplasms|Respiratory Tract Neoplasms|Thoracic Neoplasms|Digestive System Neoplasms|Endocrine Gland Neoplasms|Carcinoma, Non-Small-Cell Lung|Lung Diseases|Breast Diseases|Renal Neoplasm|Solid Tumors",Entinostat,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,PHASE1,urinary_system_disease
6313,Chronic Kidney Diseases|Major Depressive Disorder,Bupropion,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,PHASE2,urinary_system_disease
6314,Acute Cystitis (Excl in Pregnancy),Amdinocillin,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)O)C,APPROVED,urinary_system_disease
6315,Urinary Stress Incontinence,Duloxetine,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,PHASE2,urinary_system_disease
6316,HIV,Dolutegravir,CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,APPROVED,urinary_system_disease
6317,Head and Neck Neoplasms|Lung Neoplasms|Urinary Bladder Neoplasms|Breast Neoplasms,Tetrahydrouridine,C1CN(C(=O)NC1O)C2C(C(C(O2)CO)O)O,PHASE2,urinary_system_disease
6318,Neuromuscular Blockade|Renal Impairment,Cisatracurium,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,PHASE2,urinary_system_disease
6320,Hepatoblastoma|Previously Treated Childhood Rhabdomyosarcoma|Recurrent Childhood Acute Lymphoblastic Leukemia|Recurrent Childhood Acute Myeloid Leukemia|Recurrent Childhood Kidney Neoplasm|Recurrent Childhood Malignant Germ Cell Tumor|Recurrent Childhood Rhabdomyosarcoma|Recurrent Childhood Soft Tissue Sarcoma|Recurrent Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor|Recurrent Neuroblastoma|Recurrent Osteosarcoma,Alisertib,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,PHASE2,urinary_system_disease
6321,Kidney Disease,Eprosartan,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O,PHASE1,urinary_system_disease
6322,"Beta-thalassemia|Myelodysplastic Syndromes|Fanconi Syndrome|Anemia, Diamond-Blackfan|Anemia, Aplastic",Deferasirox,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,PHASE2,urinary_system_disease
6323,Urinary Tract Infections,Temocillin,CC1(C(N2C(S1)C(C2=O)(NC(=O)C(C3=CSC=C3)C(=O)O)OC)C(=O)O)C,APPROVED,urinary_system_disease
6324,Respiratory Tract Infections|Urinary Tract Infections,Cefoperazone,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,PHASE2,urinary_system_disease
6325,Respiratory Tract Infections|Urinary Tract Infections,Sulbactam,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,PHASE2,urinary_system_disease
6327,Lupus Nephritis,Tamibarotene,CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C,PHASE2,urinary_system_disease
6328,Hiv|HIV Infections|HIV Lipodystrophy|Osteoporosis|Renal Insufficiency|Weight Gain|Obesity,Lamivudine,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,APPROVED,urinary_system_disease
6329,Wilms' Tumor|Sarcoma|Adenaocortical Carcinoma|Refractory Cancer|Coldrhood Cancer,Tariquidar,COC1=C(C=C2CN(CCC2=C1)CCC3=CC=C(C=C3)NC(=O)C4=CC(=C(C=C4NC(=O)C5=CC6=CC=CC=C6N=C5)OC)OC)OC,PHASE1,urinary_system_disease
6331,"Kidney Failure, Chronic",Alisporivir,CCC1C(=O)N(C(C(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)C(C)C)CC)C)C,PHASE1,urinary_system_disease
6332,Enuresis,Indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,APPROVED,urinary_system_disease
6336,Renal Impairment,Phentermine,CC(C)(CC1=CC=CC=C1)N,PHASE1,urinary_system_disease
6337,Chronic Kidney Disease|End Stage Renal Disease,Metolazone,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,PHASE2,urinary_system_disease
6338,Urinary Stone,Cannabidiol,CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O,PHASE2|PHASE3,urinary_system_disease
6339,Restless Legs Syndrome|End Stage Renal Disease,Ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,PHASE2,urinary_system_disease
6340,Adynamic Bone Disease|Chronic Kidney Diseases|Cardiac Disease|Chronic Kidney Disease-Mineral and Bone Disorder,Teriparatide,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC5=CNC=N5)C(=O)NC(CC(=O)N)C(=O)NC(CC6=CC=CC=C6)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CO)N,APPROVED,urinary_system_disease
6342,Renal Impairment,Deflazacort,CC1=NC2(C(O1)CC3C2(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)C(=O)COC(=O)C,PHASE1,urinary_system_disease
6343,Renal Insufficiency,Iberdomide,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3OCC4=CC=C(C=C4)CN5CCOCC5,PHASE1,urinary_system_disease
6344,Solid Tumor|Colorectal Cancer|Cholangiocarcinoma|Bladder Cancer|Ovarian Cancer|Gastric Cancer|Palpable Subcutaneous Malignant Lesions|Renal Cell Carcinoma|Melanoma|Epithelial Ovarian Cancer|Primary Peritoneal Cancer|Fallopian Tube Cancer,Imiquimod,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,PHASE1,urinary_system_disease
6345,Depression,Fluoxetine,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,APPROVED,urinary_system_disease
6346,Gram-Positive Bacterial Infections|Nephrotoxicity|Sepsis,Vancomycin,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,APPROVED,urinary_system_disease
6347,Renal Impairment,Otamixaban,CC(C(CC1=CC(=CC=C1)C(=N)N)C(=O)OC)NC(=O)C2=CC=C(C=C2)C3=CC=[N+](C=C3)[O-],PHASE1,urinary_system_disease
